id,title,news_company,url,published_date
2660,"Oil Prices Drop As Production Rises, Sales Fall. Cost Of ... - 31페이지","Toledo Blade ","https://books.google.co.kr/books?id=VElPAAAAIBAJ&pg=PA31&dq=crude+oil&article_id=6039,3635300&hl=ko&sa=X&ved=2ahUKEwiLudXLjJeFAxW5m68BHblABlY4MhDrAXoECAUQAQ",1986-01-21
2733,"Oil Slump May Bring Deficit Problems. - 1페이지","The Age ","https://books.google.co.kr/books?id=j8wzAAAAIBAJ&pg=PA1&dq=crude+oil&article_id=5913,3031226&hl=ko&sa=X&ved=2ahUKEwi17OncjJeFAxX8iq8BHX29Dxk4ggEQ6wF6BAgOEAE",1986-01-21
2632,"Crude Ou Below Sus20 A Barrel As Petrol Slides. - 19페이지","The Age ","https://books.google.co.kr/books?id=kMwzAAAAIBAJ&pg=PA19&dq=crude+oil&article_id=3197,3662060&hl=ko&sa=X&ved=2ahUKEwiOl_TGjJeFAxWMmq8BHUD-Aik4HhDrAXoECAkQAQ",1986-01-22
2644,"Pressure On Local Oil Prices As North Sea Crude Drops. - 34페이지","The Sydney Morning Herald ","https://books.google.co.kr/books?id=2TVWAAAAIBAJ&pg=PA34&dq=crude+oil&article_id=5056,6024209&hl=ko&sa=X&ved=2ahUKEwiNiI_JjJeFAxXCkq8BHYssC_E4KBDrAXoECAsQAQ",1986-01-22
2700,"Crude Prices Tumble And No End In Sight. - 17페이지","The Age ","https://books.google.co.kr/books?id=kcwzAAAAIBAJ&pg=PA17&dq=crude+oil&article_id=5598,4219607&hl=ko&sa=X&ved=2ahUKEwiizf_TjJeFAxXXnK8BHdtjBeg4WhDrAXoECAcQAQ",1986-01-23
2715,"Vilson Under The Gun. - 57페이지","The Windsor Star ","https://books.google.co.kr/books?id=qfBfAAAAIBAJ&pg=PA57&dq=crude+oil&article_id=1063,1983325&hl=ko&sa=X&ved=2ahUKEwigqK3YjJeFAxXNb_UHHaHIDF84bhDrAXoECAwQAQ",1986-01-23
2721,"Canadian Oil Price Drops. - 17페이지","The Leader-Post ","https://books.google.co.kr/books?id=sGBYAAAAIBAJ&pg=PA17&dq=crude+oil&article_id=4389,1796406&hl=ko&sa=X&ved=2ahUKEwjMu6vajJeFAxVOka8BHXT_Amw4eBDrAXoECAUQAQ",1986-01-23
2728,"Opec Talks Key To Stability . - 19페이지","The Sydney Morning Herald ","https://books.google.co.kr/books?id=2jVWAAAAIBAJ&pg=PA19&dq=crude+oil&article_id=4314,5649586&hl=ko&sa=X&ved=2ahUKEwjMu6vajJeFAxVOka8BHXT_Amw4eBDrAXoECAwQAQ",1986-01-23
2693,"The Sydney Morning Herald - 17페이지","The Sydney Morning Herald ","https://books.google.co.kr/books?id=2zVWAAAAIBAJ&pg=PA17&dq=crude+oil&article_id=4015,4890643&hl=ko&sa=X&ved=2ahUKEwiizf_TjJeFAxXXnK8BHdtjBeg4WhDrAXoECA0QAQ",1986-01-24
2710,"Oil - 3페이지","Spokane Chronicle ","https://books.google.co.kr/books?id=Iv5LAAAAIBAJ&pg=PA3&dq=crude+oil&article_id=2288,1718463&hl=ko&sa=X&ved=2ahUKEwjglaPWjJeFAxUjafUHHQr3AdQ4ZBDrAXoECAUQAQ",1986-01-24
2629,"Iran To Cut Crude Oil Output In Half In Response To Lower ... - 90페이지","Toledo Blade ","https://books.google.co.kr/books?id=WUlPAAAAIBAJ&pg=PA90&dq=crude+oil&article_id=4763,5328614&hl=ko&sa=X&ved=2ahUKEwjR_MDEjJeFAxWrkq8BHToTCUY4FBDrAXoECAYQAQ",1986-01-26
2628,"Iran To Cut Crude Oil Output In Half In Response To Lower ... - 1페이지","Toledo Blade ","https://books.google.co.kr/books?id=WklPAAAAIBAJ&pg=PA1&dq=crude+oil&article_id=4737,5336837&hl=ko&sa=X&ved=2ahUKEwjR_MDEjJeFAxWrkq8BHToTCUY4FBDrAXoECAUQAQ",1986-01-27
2633,"Iran To Halve Its Oil Output. - 27페이지","Observer-Reporter ","https://books.google.co.kr/books?id=TDdiAAAAIBAJ&pg=PA27&dq=crude+oil&article_id=971,3211182&hl=ko&sa=X&ved=2ahUKEwiOl_TGjJeFAxWMmq8BHUD-Aik4HhDrAXoECA0QAQ",1986-01-27
2634,"Iran To Decrease Production Of Oil . - 10페이지","The Victoria Advocate ","https://books.google.co.kr/books?id=pDhIAAAAIBAJ&pg=PA10&dq=crude+oil&article_id=4489,963159&hl=ko&sa=X&ved=2ahUKEwiOl_TGjJeFAxWMmq8BHUD-Aik4HhDrAXoECBAQAQ",1986-01-27
2637,"Business Iran Will Cut Oil Production In Half. - 10페이지","Spokane Chronicle ","https://books.google.co.kr/books?id=I_5LAAAAIBAJ&pg=PA10&dq=crude+oil&article_id=7093,2112343&hl=ko&sa=X&ved=2ahUKEwiOl_TGjJeFAxWMmq8BHUD-Aik4HhDrAXoECA8QAQ",1986-01-27
2649,"St. Joseph Gazette - 1페이지","St. Joseph Gazette ","https://books.google.co.kr/books?id=ve9eAAAAIBAJ&pg=PA1&dq=crude+oil&article_id=1879,2713722&hl=ko&sa=X&ved=2ahUKEwiNiI_JjJeFAxXCkq8BHYssC_E4KBDrAXoECBAQAQ",1986-01-27
2702,"The Sydney Morning Herald - 20페이지","The Sydney Morning Herald ","https://books.google.co.kr/books?id=3jVWAAAAIBAJ&pg=PA20&dq=crude+oil&article_id=4349,2426644&hl=ko&sa=X&ved=2ahUKEwjglaPWjJeFAxUjafUHHQr3AdQ4ZBDrAXoECAYQAQ",1986-01-27
2669,"Revenue Fall. - 29페이지","The Age ","https://books.google.co.kr/books?id=lcwzAAAAIBAJ&pg=PA29&dq=crude+oil&article_id=6622,7305368&hl=ko&sa=X&ved=2ahUKEwiQ4NXNjJeFAxWtdfUHHY71ApM4PBDrAXoECAoQAQ",1986-01-28
2666,"I Prices May Stall. Big Projects: Carney. - 19페이지","The Montreal Gazette ","https://books.google.co.kr/books?id=MhgiAAAAIBAJ&pg=PA19&dq=crude+oil&article_id=1559,4444669&hl=ko&sa=X&ved=2ahUKEwiQ4NXNjJeFAxWtdfUHHY71ApM4PBDrAXoECAQQAQ",1986-01-30
2743,"Sudden Drop In Price Of Oil Is Encouraging. - 8페이지","The Evening Independent ","https://books.google.co.kr/books?id=LukLAAAAIBAJ&pg=PA8&dq=crude+oil&article_id=5760,3862722&hl=ko&sa=X&ved=2ahUKEwiN2u_ejJeFAxWsma8BHcBfClQ4jAEQ6wF6BAgOEAE",1986-01-30
2709,"Cuts Crude Oil Prices By $4 A Barrel. - 4페이지","Eugene Register-Guard ","https://books.google.co.kr/books?id=FelVAAAAIBAJ&pg=PA4&dq=crude+oil&article_id=6733,30263&hl=ko&sa=X&ved=2ahUKEwjglaPWjJeFAxUjafUHHQr3AdQ4ZBDrAXoECAcQAQ",1986-02-01
2745,"Washington 6st. World Observer Rep Mexico Announces. Cut In ","Observer-Reporter ","https://books.google.co.kr/books?id=wK5dAAAAIBAJ&pg=PA6&dq=crude+oil&article_id=1034,28972&hl=ko&sa=X&ved=2ahUKEwiN2u_ejJeFAxWsma8BHcBfClQ4jAEQ6wF6BAgGEAE",1986-02-01
2648,"The Age - 21페이지","The Age ","https://books.google.co.kr/books?id=9Wc1AAAAIBAJ&pg=PA21&dq=crude+oil&article_id=3419,3585792&hl=ko&sa=X&ved=2ahUKEwiNiI_JjJeFAxXCkq8BHYssC_E4KBDrAXoECAcQAQ",1986-02-06
2668,"Crude Oil Prices Increase To Above $1 6 A Barrel. - 29페이지","The Montreal Gazette ","https://books.google.co.kr/books?id=lD0lAAAAIBAJ&pg=PA29&dq=crude+oil&article_id=5521,2739437&hl=ko&sa=X&ved=2ahUKEwiQ4NXNjJeFAxWtdfUHHY71ApM4PBDrAXoECA0QAQ",1986-02-06
2726,"Lit Red-Faced Liberal Admits Mistake In Gas-Price Attack. - 42페이지","The Leader-Post ","https://books.google.co.kr/books?id=zX5WAAAAIBAJ&pg=PA42&dq=crude+oil&article_id=1634,1236819&hl=ko&sa=X&ved=2ahUKEwjMu6vajJeFAxVOka8BHXT_Amw4eBDrAXoECAYQAQ",1986-02-06
2744,"Pittsburgh Post-Gazette - 7페이지","Pittsburgh Post-Gazette ","https://books.google.co.kr/books?id=-INIAAAAIBAJ&pg=PA7&dq=crude+oil&article_id=3392,934966&hl=ko&sa=X&ved=2ahUKEwiN2u_ejJeFAxWsma8BHcBfClQ4jAEQ6wF6BAgFEAE",1986-02-06
2679,"Oil-Price Drop Creates Some Stock Opportunities. - 58페이지","Gainesville Sun ","https://books.google.co.kr/books?id=sz5WAAAAIBAJ&pg=PA58&dq=crude+oil&article_id=2366,2659618&hl=ko&sa=X&ved=2ahUKEwj65PfPjJeFAxXtcfUHHWQ9Cec4RhDrAXoECAsQAQ",1986-02-09
2740,"West Texas Intermediate: A New Household Word . - 17페이지","The Victoria Advocate ","https://books.google.co.kr/books?id=ko1HAAAAIBAJ&pg=PA17&dq=crude+oil&article_id=1981,5174786&hl=ko&sa=X&ved=2ahUKEwi17OncjJeFAxX8iq8BHX29Dxk4ggEQ6wF6BAgIEAE",1986-02-09
2756,"Iran Prepared To Halt Oil Output To Back Opec. - 9페이지","New Straits Times ","https://books.google.co.kr/books?id=HQROAAAAIBAJ&pg=PA9&dq=crude+oil&article_id=3590,2178719&hl=ko&sa=X&ved=2ahUKEwibuPbgjJeFAxU1cfUHHZ8tAeU4lgEQ6wF6BAgMEAE",1986-02-09
2639,"It May Be Too Late For Oil Stock Moves. - 8페이지","Reading Eagle ","https://books.google.co.kr/books?id=FQoyAAAAIBAJ&pg=PA8&dq=crude+oil&article_id=3017,8212928&hl=ko&sa=X&ved=2ahUKEwiOl_TGjJeFAxWMmq8BHUD-Aik4HhDrAXoECAcQAQ",1986-02-10
2685,"Hi Price Drop Makes Opportunity. - 10페이지","The Lewiston Journal ","https://books.google.co.kr/books?id=wYhGAAAAIBAJ&pg=PA10&dq=crude+oil&article_id=1937,1362066&hl=ko&sa=X&ved=2ahUKEwjjkfbRjJeFAxVzma8BHbgKAA44UBDrAXoECAkQAQ",1986-02-10
2687,"Opec Or American? Gas Carries No Label. - 10페이지","Herald-Journal ","https://books.google.co.kr/books?id=T0YsAAAAIBAJ&pg=PA10&dq=crude+oil&article_id=5500,2775072&hl=ko&sa=X&ved=2ahUKEwjjkfbRjJeFAxVzma8BHbgKAA44UBDrAXoECAwQAQ",1986-02-10
2753,"Don't Hurry To Sell Oil Stock! - 28페이지","Bangor Daily News ","https://books.google.co.kr/books?id=GcA8AAAAIBAJ&pg=PA28&dq=crude+oil&article_id=1504,2834820&hl=ko&sa=X&ved=2ahUKEwibuPbgjJeFAxU1cfUHHZ8tAeU4lgEQ6wF6BAgGEAE",1986-02-10
2692,"The Leader-Post - 47페이지","The Leader-Post ","https://books.google.co.kr/books?id=0n5WAAAAIBAJ&pg=PA47&dq=crude+oil&article_id=1819,2954135&hl=ko&sa=X&ved=2ahUKEwiizf_TjJeFAxXXnK8BHdtjBeg4WhDrAXoECAYQAQ",1986-02-12
2609,"C8 Business Thursday. February 13, No Early End Seen To Oil ","The Phoenix ","https://books.google.co.kr/books?id=2kVgAAAAIBAJ&pg=PA42&dq=crude+oil&article_id=1103,3423171&hl=ko&sa=X&ved=2ahUKEwjIxa21jJeFAxXDk68BHQ3WDFMQ6wF6BAgHEAE",1986-02-13
2638,"Oil Price Drop Creates Stock Opportunities. - 13페이지","St. Joseph News-Press/gazette ","https://books.google.co.kr/books?id=brpcAAAAIBAJ&pg=PA13&dq=crude+oil&article_id=4014,3354053&hl=ko&sa=X&ved=2ahUKEwiOl_TGjJeFAxWMmq8BHUD-Aik4HhDrAXoECAoQAQ",1986-02-13
2727,"Mexico Slashes The Price Of Its Crude Oil Again - 267페이지","Lakeland Ledger ","https://books.google.co.kr/books?id=lbcwAAAAIBAJ&pg=PA267&dq=crude+oil&article_id=3356,5957663&hl=ko&sa=X&ved=2ahUKEwjMu6vajJeFAxVOka8BHXT_Amw4eBDrAXoECAsQAQ",1986-02-13
9,"C8 Business Thursday. February 13, No Early End Seen To Oil ","The Phoenix ","https://books.google.co.kr/books?id=2kVgAAAAIBAJ&pg=PA42&dq=crude+oil&article_id=1103,3423171&hl=ko&sa=X&ved=2ahUKEwjsqZuuhZeFAxXDm68BHdjWAq0Q6wF6BAgIEAE",1986-02-13
10,"It 11 Be Spring Before Our Gas Hits. - 4페이지","The Saturday Windsor Star ","https://books.google.co.kr/books?id=MFo_AAAAIBAJ&pg=PA4&dq=crude+oil&article_id=2849,3282975&hl=ko&sa=X&ved=2ahUKEwjsqZuuhZeFAxXDm68BHdjWAq0Q6wF6BAgEEAE",1986-02-14
2610,"It 11 Be Spring Before Our Gas Hits. - 4페이지","The Saturday Windsor Star ","https://books.google.co.kr/books?id=MFo_AAAAIBAJ&pg=PA4&dq=crude+oil&article_id=2849,3282975&hl=ko&sa=X&ved=2ahUKEwjIxa21jJeFAxXDk68BHQ3WDFMQ6wF6BAgLEAE",1986-02-14
2626,"Gasoline Prices Showing Declines At Pump. By Don Hopey. - 15페이지","The Pittsburgh Press ","https://books.google.co.kr/books?id=w7QeAAAAIBAJ&pg=PA15&dq=crude+oil&article_id=6053,7432595&hl=ko&sa=X&ved=2ahUKEwjR_MDEjJeFAxWrkq8BHToTCUY4FBDrAXoECAwQAQ",1986-02-14
2631,"Crude Oil Price Fall A Boon To Motorists. - 10페이지","Pittsburgh Post-Gazette ","https://books.google.co.kr/books?id=A4RIAAAAIBAJ&pg=PA10&dq=crude+oil&article_id=5271,4875020&hl=ko&sa=X&ved=2ahUKEwiOl_TGjJeFAxWMmq8BHUD-Aik4HhDrAXoECAwQAQ",1986-02-19
2746,"Lasting Decline Not Expected In Gas Prices Despite Low Crude ","The Spokesman-Review ","https://books.google.co.kr/books?id=MM4zAAAAIBAJ&pg=PA39&dq=crude+oil&article_id=7204,3047178&hl=ko&sa=X&ved=2ahUKEwiN2u_ejJeFAxWsma8BHcBfClQ4jAEQ6wF6BAgHEAE",1986-02-20
2747,"Oil Futures Edna Panel. Oks Prices Fall. Below $14 Garbage ","The Victoria Advocate ","https://books.google.co.kr/books?id=M8UcAAAAIBAJ&pg=PA54&dq=crude+oil&article_id=7150,5585670&hl=ko&sa=X&ved=2ahUKEwiN2u_ejJeFAxWsma8BHcBfClQ4jAEQ6wF6BAgMEAE",1986-02-20
2688,"Will Elow $14. - 48페이지","Bangor Daily News ","https://books.google.co.kr/books?id=DxI9AAAAIBAJ&pg=PA48&dq=crude+oil&article_id=2605,1451228&hl=ko&sa=X&ved=2ahUKEwjjkfbRjJeFAxVzma8BHbgKAA44UBDrAXoECAYQAQ",1986-02-21
2729,"Oil Futures Slide Below $14 A Barrel. - 9페이지","The Lewiston Daily Sun ","https://books.google.co.kr/books?id=Q5s0AAAAIBAJ&pg=PA9&dq=crude+oil&article_id=4885,3854320&hl=ko&sa=X&ved=2ahUKEwjMu6vajJeFAxVOka8BHXT_Amw4eBDrAXoECA0QAQ",1986-02-21
2748,"Oil Futures .Edna Panel Oks .Prices Fall .Garbage Fee Hike . - 15페이지","The Victoria Advocate ","https://books.google.co.kr/books?id=no1HAAAAIBAJ&pg=PA15&dq=crude+oil&article_id=947,1880547&hl=ko&sa=X&ved=2ahUKEwiN2u_ejJeFAxWsma8BHcBfClQ4jAEQ6wF6BAgLEAE",1986-02-21
2722,"Gasoline This Summer May Hit 80-90c Gallon - 46페이지","Schenectady Gazette ","https://books.google.co.kr/books?id=sAkhAAAAIBAJ&pg=PA46&dq=crude+oil&article_id=1158,1658190&hl=ko&sa=X&ved=2ahUKEwjMu6vajJeFAxVOka8BHXT_Amw4eBDrAXoECAkQAQ",1986-02-22
2601,"Refiners Breathe A Sigh Of Cheaper Crude Oil Revived The ","Gainesville Sun ","https://books.google.co.kr/books?id=Kz5WAAAAIBAJ&pg=PA19&dq=crude+oil&article_id=6694,2156651&hl=ko&sa=X&ved=2ahUKEwjIxa21jJeFAxXDk68BHQ3WDFMQ6wF6BAgNEAE",1986-02-23
1,"Refiners Breathe A Sigh Of Cheaper Crude Oil Revived The ","Gainesville Sun ","https://books.google.co.kr/books?id=Kz5WAAAAIBAJ&pg=PA19&dq=crude+oil&article_id=6694,2156651&hl=ko&sa=X&ved=2ahUKEwjsqZuuhZeFAxXDm68BHdjWAq0Q6wF6BAgHEAE",1986-02-23
2665,"Upg Falco Canada Notice To Oil Producers. - 20페이지","The Calgary Herald ","https://books.google.co.kr/books?id=bndkAAAAIBAJ&pg=PA20&dq=crude+oil&article_id=6282,1757556&hl=ko&sa=X&ved=2ahUKEwiQ4NXNjJeFAxWtdfUHHY71ApM4PBDrAXoECAgQAQ",1986-02-24
2624,"Gearing Up For A Crude Case Of Give And Take. Happens If And ","The Age ","https://books.google.co.kr/books?id=ejNVAAAAIBAJ&pg=PA31&dq=crude+oil&article_id=6275,3393605&hl=ko&sa=X&ved=2ahUKEwjR_MDEjJeFAxWrkq8BHToTCUY4FBDrAXoECAcQAQ",1986-02-25
2768,"Notice To Oil Producers. Blic Offer. By Northridge Petroleum ","The Calgary Herald ","https://books.google.co.kr/books?id=b3dkAAAAIBAJ&pg=PA60&dq=crude+oil&article_id=2446,2349119&hl=ko&sa=X&ved=2ahUKEwiV2aPjjJeFAxX4dPUHHWAcAN04oAEQ6wF6BAgGEAE",1986-02-25
2705,"To Oil Producers. - 61페이지","The Calgary Herald ","https://books.google.co.kr/books?id=cHdkAAAAIBAJ&pg=PA61&dq=crude+oil&article_id=2124,2838764&hl=ko&sa=X&ved=2ahUKEwjglaPWjJeFAxUjafUHHQr3AdQ4ZBDrAXoECAwQAQ",1986-02-26
2671,"Fuel Prices Lag Behind Drop In Crude Oil Cost. - 8페이지","Bangor Daily News ","https://books.google.co.kr/books?id=ExI9AAAAIBAJ&pg=PA8&dq=crude+oil&article_id=3390,3063950&hl=ko&sa=X&ved=2ahUKEwj65PfPjJeFAxXtcfUHHWQ9Cec4RhDrAXoECAQQAQ",1986-02-27
2765,"Notice To Oil Producers. Blic Offer By Northridge Petroleum ... - 69페이지","The Calgary Herald ","https://books.google.co.kr/books?id=cXdkAAAAIBAJ&pg=PA69&dq=crude+oil&article_id=1392,3327212&hl=ko&sa=X&ved=2ahUKEwiV2aPjjJeFAxX4dPUHHWAcAN04oAEQ6wF6BAgLEAE",1986-02-27
2760,"Tlmh.. Unit.. Notice To Oil Producers. Public Offer By ... - 71페이지","The Calgary Herald ","https://books.google.co.kr/books?id=cndkAAAAIBAJ&pg=PA71&dq=crude+oil&article_id=3626,3970544&hl=ko&sa=X&ved=2ahUKEwibuPbgjJeFAxU1cfUHHZ8tAeU4lgEQ6wF6BAgFEAE",1986-02-28
2695,"Wilson's Oil-Price Estimates Out Of Whack, Analysts Say. - 87페이지","Ottawa Citizen ","https://books.google.co.kr/books?id=99YyAAAAIBAJ&pg=PA87&dq=crude+oil&article_id=2393,440428&hl=ko&sa=X&ved=2ahUKEwiizf_TjJeFAxXXnK8BHdtjBeg4WhDrAXoECAkQAQ",1986-03-01
2643,"Bg Gas Prices Falling. - 1페이지","Daily News ","https://books.google.co.kr/books?id=mX41AAAAIBAJ&pg=PA1&dq=crude+oil&article_id=5999,733471&hl=ko&sa=X&ved=2ahUKEwiNiI_JjJeFAxXCkq8BHYssC_E4KBDrAXoECAwQAQ",1986-03-03
2645,"Oil Price Drop May Lower Gas Cost Postal Rate Increases. - 11페이지","The Bulletin ","https://books.google.co.kr/books?id=F4VTAAAAIBAJ&pg=PA11&dq=crude+oil&article_id=5766,4819377&hl=ko&sa=X&ved=2ahUKEwiNiI_JjJeFAxXCkq8BHYssC_E4KBDrAXoECA0QAQ",1986-03-03
2651,"Steel Output Rises Crude Oil Prices Continue Slide. - 32페이지","The Pittsburgh Press ","https://books.google.co.kr/books?id=WnIcAAAAIBAJ&pg=PA32&dq=crude+oil&article_id=6996,2623196&hl=ko&sa=X&ved=2ahUKEwiLudXLjJeFAxW5m68BHblABlY4MhDrAXoECBAQAQ",1986-03-03
2636,"Us Crude Oil Price Plunging Toward Production Cost. - 8페이지","The Vindicator ","https://books.google.co.kr/books?id=BqI_AAAAIBAJ&pg=PA8&dq=crude+oil&article_id=1599,1820992&hl=ko&sa=X&ved=2ahUKEwiOl_TGjJeFAxWMmq8BHUD-Aik4HhDrAXoECA4QAQ",1986-03-04
2646,"Us Crude Oil Prices Drop Below $13 A Barrel. - 16페이지","Lakeland Ledger ","https://books.google.co.kr/books?id=MapOAAAAIBAJ&pg=PA16&dq=crude+oil&article_id=5482,1531623&hl=ko&sa=X&ved=2ahUKEwiNiI_JjJeFAxXCkq8BHYssC_E4KBDrAXoECAkQAQ",1986-03-04
2672,"Oil Still Dropping; When Will It End? Barrel Cost To ... - 29페이지","Ocala Star-Banner ","https://books.google.co.kr/books?id=9GcxAAAAIBAJ&pg=PA29&dq=crude+oil&article_id=6266,1886864&hl=ko&sa=X&ved=2ahUKEwj65PfPjJeFAxXtcfUHHWQ9Cec4RhDrAXoECAkQAQ",1986-03-04
2698,"The Telegraph - 8페이지","The Telegraph ","https://books.google.co.kr/books?id=sp4rAAAAIBAJ&pg=PA8&dq=crude+oil&article_id=6676,451131&hl=ko&sa=X&ved=2ahUKEwiizf_TjJeFAxXXnK8BHdtjBeg4WhDrAXoECAoQAQ",1986-03-04
2723,"Oil Prices Continue Slide, No End Yet In Sight. - 9페이지","Pittsburgh Post-Gazette ","https://books.google.co.kr/books?id=7oJIAAAAIBAJ&pg=PA9&dq=crude+oil&article_id=5379,533249&hl=ko&sa=X&ved=2ahUKEwjMu6vajJeFAxVOka8BHXT_Amw4eBDrAXoECAcQAQ",1986-03-04
2742,"Prices Could Plunge To $8 A Barrel, Analysts Say. - 8페이지","Ottawa Citizen ","https://books.google.co.kr/books?id=-dYyAAAAIBAJ&pg=PA8&dq=crude+oil&article_id=1183,1497849&hl=ko&sa=X&ved=2ahUKEwiN2u_ejJeFAxWsma8BHcBfClQ4jAEQ6wF6BAgNEAE",1986-03-04
2749,"Crude Oil Prices Drop To Nearly $12. - 1페이지","The Courier ","https://books.google.co.kr/books?id=CvVSAAAAIBAJ&pg=PA1&dq=crude+oil&article_id=1836,771963&hl=ko&sa=X&ved=2ahUKEwiN2u_ejJeFAxWsma8BHcBfClQ4jAEQ6wF6BAgKEAE",1986-03-04
2735,"Mexico, Egypt Cut Prices Of Oil. - 10페이지","The Telegraph ","https://books.google.co.kr/books?id=s54rAAAAIBAJ&pg=PA10&dq=crude+oil&article_id=6239,942256&hl=ko&sa=X&ved=2ahUKEwi17OncjJeFAxX8iq8BHX29Dxk4ggEQ6wF6BAgHEAE",1986-03-06
2736,"Mexico, Egypt Cut Oil Prices. Associated Press. - 6페이지","The Robesonian ","https://books.google.co.kr/books?id=yq1YAAAAIBAJ&pg=PA6&dq=crude+oil&article_id=4958,984803&hl=ko&sa=X&ved=2ahUKEwi17OncjJeFAxX8iq8BHX29Dxk4ggEQ6wF6BAgMEAE",1986-03-06
2750,"Texaco Cites Falling Crude-Oil Prices, Shuts 1,500 Northern ... - 1페이지","Toledo Blade ","https://books.google.co.kr/books?id=mAxPAAAAIBAJ&pg=PA1&dq=crude+oil&article_id=3491,4521379&hl=ko&sa=X&ved=2ahUKEwiN2u_ejJeFAxWsma8BHcBfClQ4jAEQ6wF6BAgJEAE",1986-03-06
2652,"Carney Won't Set Crude Oil Base Price. - 6페이지","Ottawa Citizen ","https://books.google.co.kr/books?id=_NYyAAAAIBAJ&pg=PA6&dq=crude+oil&article_id=1297,3100210&hl=ko&sa=X&ved=2ahUKEwiLudXLjJeFAxW5m68BHblABlY4MhDrAXoECAcQAQ",1986-03-07
2717,"No Floor Price For Oil:... - 32페이지","The Phoenix ","https://books.google.co.kr/books?id=4kVgAAAAIBAJ&pg=PA32&dq=crude+oil&article_id=3681,1681549&hl=ko&sa=X&ved=2ahUKEwigqK3YjJeFAxXNb_UHHaHIDF84bhDrAXoECAQQAQ",1986-03-07
2718,"Ultramar's Profits Dip But Dividend Is Held. - 18페이지","The Glasgow Herald ","https://books.google.co.kr/books?id=G7xAAAAAIBAJ&pg=PA18&dq=crude+oil&article_id=2802,3109460&hl=ko&sa=X&ved=2ahUKEwigqK3YjJeFAxXNb_UHHaHIDF84bhDrAXoECAcQAQ",1986-03-13
