title,rating,reviews
파묘,3.5,"파묘의 숨겨진 항일 코드들지관 김상덕 (최민식)장의사 고영근 (유해진)무당 이화림(김고은)무당 윤봉길(이도현)무당 오광심(김선영)무당 박자혜(청소년무당)스님 김원봉 (보국사 스님)모두 독립운동가들의 이름철혈단 : 도굴꾼으로 위장해 쇠말뚝을 제거하던 조직= 실제 독립운동단체 이름차번호운구차 :1945화림 : 0301상덕 : 0815이에 대해 장재현 감독은 “독립기념관에 가면 이렇게 많은 독립운동가 분들이 계셨는데 우리가 참 많이 모른다고 생각했다. 그래서 독립운동가 분들 중에서 잘 알려지지 않은 분들의 이름을 알리고 싶었다”도굴꾼들이 사용했던 곡괭이에 적혀 있던 이름에는 실제 독립운동가의 이름도 있고, 장재현 감독 친구들의 이름도 섞여 있다.묘를 판 뒤 최민식이 판 묫자리에 100원을 던지는 건, 실제 이장을 하기 위해 묘를 파고 난 뒤 그 자리에 동전을 올리는 풍습에서 비롯됐다. 다만 보통 원래 묫자리가 악지일 경우에는 10원짜리 동전을 던지고 좋은 땅일 경우 500원 등을 던지곤 한다. 그런데 ‘파묘’에선 이순신 장군이 새겨진 100원 짜리 동전을 던진다......장재현 감독이 영화를 통해 어떤 메세지를 담고 싶어했는지 알아 주시길. 개인적으로 국뽕과 애국은 엄연히 다르다고 생각함.“외세에 당한 역사와 그 잔재가 곪아 지금도 영향을 미친다고 생각한다. 그걸 '파묘' 해버리고 싶은 마음이 있었다.”그리고 영화 속 최민식의 대사.그래 우리야 이제 땅 파먹고 살 일 별로 안남았지근데 우리 후손들이 살아갈 이 땅은?우리가 이걸 안 막으면 누가 막겠나"
파묘,3.5,"허리가 끊겨 양분된 후 힘 못 쓰는 이야기, 편의적 보이스오버로 시각적 상상력을 대체한 맥없는 클라이맥스."
파묘,3.5,"오컬트의 본질은 미스테리일텐데... 너무 일찍 맥없이 풀려버리는 미스테리 이후론 우스꽝스럽게 스산한 크리쳐물만 남는다. 곡성은, 좀비가 무서워서 걸작이 아니라  아쿠마의 실체가 지금까지도 회자되기 때문에 걸작인 것을 왜 몰랐을까 많이 안타깝다..."
파묘,3.5,곰: 캐억울 ㅠ
파묘,3.5,장재현만큼 공포 장르에 뚝심있는 한국 감독이 없다.
아바타: 물의 길,3.7,"3시간 12분은 이 혁명적인 영상미가 무뎌지기에 충분한 시간이었고, 그럼에도 대가족을 이룬 과잉된 인물 서사의 기반을 다지기엔 역부족이었다."
아바타: 물의 길,3.7,"지상에서 스노클링을 체험하는 눈 호강의 3시간.-툴쿤아, 인간이 미안해. 인간의 이 못난 욕망을한없이 원망해 주렴. 다시 한번 너무 미안해."
아바타: 물의 길,3.7,물에 관한 시각효과와 액션의 모든 것.
아바타: 물의 길,3.7,압도적인 영상미로도 다 가려지지 않는 조악한 스토리의 참사판도라 행성 디스커버리 채널도 아니고 한 30분 덜어냈어도 이야기에 크게 지장이 없다.우리는 가족 으쌰으쌰 - 테에엥 나 잡혔어우리는 가족 으쌰으쌰 - 테에엥 나 잡혔어....이 구도를 세 시간 동안 반복하고 있으니 좀이 쑤실 수밖에
아바타: 물의 길,3.7,역시나 이야기의 언어보다 비주얼적 언어에 혹한다.
아바타: 물의 길,3.7,판도라 올로케 대단하네요. 현지인 섭외에 어려움이 많았다 들었는데 그것치곤 잘 만들어진 것 같아요.—타이타닉과 로마를 떠올리다.
아바타: 물의 길,3.7,"감독이 관객보다 먼저 감탄해버린 영화. 얇은 스크린 너머에서 벌어지는 일들이 마치 두꺼운 유리관 너머의 수족관처럼 느껴지는데, 처음에는 신기하고 황홀하지만 1시간이 지나면 집에 가고싶다. 가족이 메인 테마고, 자식은 5명이며, 영화는 그래픽..."
아바타: 물의 길,3.7,숏츠를 소비하는 시대에 세시간이 넘는 영화는 어울리지 않는다는 말은 틀렸다.
범죄도시3,3.0,고착화의 불안감이 엄습해오나 아직까진 관객에게 유효타가 먹혀든 후속작.
범죄도시3,3.0,기회가 생길 때마다 1점씩 또박또박 따내는 코미디.
범죄도시3,3.0,"마석도의 드레스코드가 사실 영화의 분위기를 내포하는 것과 다름 없었다. 1편은 거친 향이 가득한 가죽 자켓, 2편은 힘이 강조되는 반팔 티, 그리고 이번 시리즈는 편안한 운동복. 1편은 가리봉동 배경에 조선족들의 거친 칼날과 살벌한 장첸의 존재감을 담아내었고, 2편은 강해상의 본능적인 살육과 그런 강해상의 힘을 ‘어나더파워’로 잡아버리는 마석도의 더 강력한 힘이었다면, 이번 3편은 그가 입고 있는 트레이닝복처럼 편안하게 즐길 수 있는 단계였다. 빌런들과의 대립 구도에서 긴장감이라든지 그런 게 느껴지는 전개가 아니라, ’이 악당을 어떻게 요리할까‘에 초점이 맞추어져 있는 만큼, 우리는 그저 맛있게 즐기기만 하면 되었다.“안 죽었어?”“짜잔~”유독 마석도가 상대에게 타격을 허용하는 순간이 많았는데, 원펀맨에도 비슷한 경우가 있었다. ‘상대가 재롱떠는 것을 가만히 지켜보는 것‘ 궁금한 것이다. 이들의 전투력이 얼마나 되는지 평가를 해보려는 것. 실제로 마석도가 야쿠자들에게 둘러싸여 방망이로 폭행당하는 장면이 있는데, ’폭행당하는 척이 아니냐’는 의구심이 생길 정도였다. ‘어이구 그래 너희들 방망이질 어느 정도인지 맛이나 한번 봐보자~’ 이런 느낌. 그래도 이번엔 확실히 마석도가 애를 먹고 있다는 게 느껴졌다.“갈비 부러졌냐? 난 온몸이 아파.”리키도 주성철만큼 위협적인 존재로 나왔지만 어딘가 붕 떠있었다. 서브 빌런인 위성락과, 장씨 형제들에게도 못 미치는 존재감. 그는 등장하자마자 검을 이용한 살벌한 액션씬을 보여주는데 이 부분이 조금 아쉬웠다. 액션 자체는 <바람의 검심> 시리즈를 연상케 할 정도로 퀄리티가 높았으나 아직 몰입할 단서들이 부족했기에 ‘갑자기 등장해서 칼질하는 광경’이 그리 인상적이지는 않았다. 조금만 더 그의 서사와 내적인 카리스마를 보여주고 진행했으면 어땠을까 하는 아쉬움이 있다.“다마레! (닥쳐)““다 말했잖아.”딱 정리할 수 있다. 시리즈 중 마석도라는 인물에 대한 의존도가 가장 높고 (마석도 특유의 유머가 역대급) 빌런들의 존재감과 매력은 한없이 연약하며 (장첸 강해상, 하다 못 해 위성락보다도 낮다) 전편들에 비하면 수사 과정이 장황하고 식상하다는 느낌까지 들었다 (수사하다 적 만나면 싸움질, 어설픈 단서들의 개연성) 여러모로 쉬어가는 코너 느낌인 작품이었다. 재미없다는 말은 아니다. <범죄도시> 시리즈의 재미는 앞으로도 무한하다.“주성철이 총이라도 쏘면 어떡해요.“”피해야지.“[이 영화의 명장면 📽️]1. 중고차 딜러배불뚝이에, 문신에, 각종 명품에. 이거 어디에서 본 그림인데. 스타일은 과한 듯 하나 그의 BMW 조수석에 타고 있는 미인은 물론이고 전화번호부에 저장되어 있는 수많은 인맥까지(이따가 화장실로 와) 쿨내 진동하다가도 장사할 땐 한없이 하남자가 되는 이 사람. 결국 마석도의 든든한 파트너가 되고 중고차 딜러의 소질 있는 그에 의해 중고차마저 3,000에 넘기게 된다. (하자 있는 중고차가 3,000이면 상당히 저렴) 궁시렁거리다가도 마석도의 “야!” 고함 한 번이면 “네~” 하며 달려가는 게 너무 웃겼다.”우리 깡패 아니야. 저게 깡패지.“2. 무기는 절대 쓰지 않는 마석도분명히 바닥에 누워서 구타를 당하고 있었는데 어느 순간 맞는 게 싫증이라도 난 듯 하나둘씩 때려 눕히고 있다. 이전에 형사 둘을 손쉽게 때려 눕힌 와인색 양복의 야쿠자. 아우라가 심상치 않았다. 이름도 마하. 그런데, 마하든 뭐든 마석도 앞에선 그저 와인색 양 한 마리에 불과했다. 실컷 두들겨 맞고 각성이라도 한 듯 그의 주먹질은 더욱 더 사나웠다.“마하? 너도 마씨냐.”3. 형사 사무실 박살’전 변호사‘보다 몇 배는 더 무서운 새로운 변호사가 등장한다. 그 변호사를 제압하기 위해서 주성철은 사무실 모니터로 내려쳐보기도 하고 총도 쏴보기도 하는데 계란으로 바위만 하염없이 때릴 뿐. 장첸이 계란에서 병아리로 변하여 바위를 넘을 수 있던 유일한 희망이었다면, 강해상과 주성철은 그저 희생양에 불과했다. 형사들의 집 같은 곳이 이 정도로 박살나는 건 또 처음 본다.“넌 법대로 하면 안 되겠다. 진짜로 좀 맞아야겠다.”액션이 주는 통쾌함과빌런들의 카리스마는 가장 약했지만그래도 유머 하나만큼은 강력했다관객들의 웃음소리가 가득했던 극장 안그거면 됐다이 영화가 실력 발휘를 제대로 했다끝으로,안 보여서 조금은 서운했는데쿠키에 등장하는 그를 위해.“갑자기 찾아와서 또 못 살게 구네.”"
범죄도시3,3.0,여기 빌런으론 이제 최홍만 정도는 나와줘야위협감이 느껴질 듯.
범죄도시3,3.0,"1편: 알싸한 마라 맛 🔥 2편: 든든한 국밥 맛 🍲 3편: 엔간한 초밥 맛 🍣 • 과감히 이준혁과 아오키 무네타카 중 한 명만 선택했으면 좋았을 것 같다. • 동료들을 전면 교체한 건, 좋지 않은 선택인 것 같다. 처참할 정도의 타율. • 박지환과 고규필을 추후에..."
범죄도시3,3.0,"왜 이렇게 아쉬울까 관람이 끝난 후 한참 고민을 했는데 내가 생각한 이유는 이러함 영제목을 체포로 정한 만큼 이 작품은 악당을 체포하는 과정에서 주는 카타르시스가 매우 중요함 이를 중점으로 두고 생각해 본다면 1, 2편은 직접적으로 일반인이 피해입..."
범죄도시3,3.0,존윅이 이제 4편인데..
범죄도시3,3.0,왜이리 급하니…
범죄도시4,2.9,"갑티슈 속 상권 독점, 영화관의 스크린 독점."
범죄도시4,2.9,익숙함에서 진부함으로 넘어가는 고개 너머에서 뚝딱.
범죄도시4,2.9,"분명 구릴거란 걸 알면서도 계속 냄새 맡게되는 꼬카인 마냥 안보고 넘기기에는 끊을 수 없는 중독성이 있는 시리즈. 흉악범죄와 사기가 만연한 요즘, 경찰 무능론이 팽배한 한국사회에서 어떤 범죄자도 맨손으로 때려 잡는 마석도 형사를 보면서 느끼..."
범죄도시4,2.9,"내 영화인생 걸고 재밌음 똑같다고들 하지만, 난 다르게 생각한다. 이 영화는 기존 시리즈에 담겨있지 않은 다양한 재미들이 포함되어 있다. 천천히 이 영화의 매력을 풀어볼 생각이다. ""문이 왜 떨어져 있지."" ""뭔가 이유가 있지 않을까."" 마석도의 감정선에..."
범죄도시4,2.9,이젠 몇 수 앞을 내다보는 관객들의 뒤통수에서 나타날 때가 되지 않았나.
범죄도시4,2.9,"김무열의 액션, 김무열의 표정!"
범죄도시4,2.9,안전한 구성이 오히려 더 위험하다.
범죄도시4,2.9,"유머에 본격 치중된 아이디어들을 보완해나가야 하겠지만, 극장가를 데워주는 참 좋은 시리즈라 고맙다"
탑건: 매버릭,4.1,기계가 인간을 대체해가는 시대에 아직은 어림없다고 외치는 사자후.
탑건: 매버릭,4.1,관람 시작 전에 갖고 계신 휴대폰을 비행기 탑승 모드로 변경해주세요
탑건: 매버릭,4.1,왜 톰 크루즈는 최고의 스타인가?왜 영화는 극장에서 봐야하는가?영화가 구현해야하는 감정과 체험은 무엇인가?전편을 능가하는 속편은 무엇인가?의 모범답안
탑건: 매버릭,4.1,"이것이 극장이 존재하는 이유. 영화 속 대사처럼 ""생각하지 말고"" 그냥 봐라"
탑건: 매버릭,4.1,이 영화도 어쩌면 또 하나의 기적. 미친 경험이다. 그리고 충분히 미쳤다고 생각될 즈음에 조금 더 미쳐준다. Here it is. The elite. Best of the best. <매드 맥스: 분노의 도로>나 <터미네이터 2>의 뒤를 잇는 괴물같은 속편이 오랜만에 나온 것 같습...
탑건: 매버릭,4.1,나이에 발목 잡혀 새로운 도전이 망설여질 때면그때 불현듯 떠올라서 내게 용기를 심어줄 영화.세월 앞에 장사 없다는 말을 온몸으로 반박하는톰 크루즈를 아주 오래도록 존경하게 될 것 같다.
탑건: 매버릭,4.1,"노병은 죽지 않지만 사라진다 했던가. 어림없지. 오늘은 아니야. '안녕하십니까, 신사 숙녀 여러분. 여러분의 구세주입니다.'"
탑건: 매버릭,4.1,적군파일럿은 코난범인처럼 나오는게 웃기다
한산: 용의 출현,3.3,"""조선이 그렇게 만만합니까?"""
한산: 용의 출현,3.3,자라에 울고 웃는 박해일
한산: 용의 출현,3.3,"이 기이한 카타르시스 '한산:용의 출현'은 기이한 영화다. 이렇다 할 캐릭터 하나 없고, 스토리는 빈약하다못해 사실상 없다고 해도 무방할 정도다. 그런데 끝까지 보게 된다. 그냥 보는 게 아니라 자세를 고쳐잡고 보게 된다. 그건 오직 이순신 덕분이다...."
한산: 용의 출현,3.3,뱃전을 어지럽히는 잔파도에 눈돌리지 않고 당당하게 항진한다.
한산: 용의 출현,3.3,"왜군: 저 깊은 바다에 묻어요. 아무도 못찾게#격퇴했구나, 마침내#학익진(鶴翼陣)#CGV"
한산: 용의 출현,3.3,"이순신은 강단있게, 해전은 울림있게, 구선은 임팩트있게."
한산: 용의 출현,3.3,"그때 그 바다에서 우리 조상들이 지켜낸 건 단지나라뿐만이 아니었다. 체념하지 않는 한 기회는온다는 믿음, 극복 못할 위기 따윈 없다는 믿음.목숨 바쳐 지켜낸 그 믿음, 결코 잊지 않겠습니다."
한산: 용의 출현,3.3,승리의 역사 그 자체로 극적인 드라마 그 이상.
엘리멘탈,3.8,네 빛이 일렁일 때 정말 좋더라
엘리멘탈,3.8,찐 파도타기 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
엘리멘탈,3.8,"착하려고 화에 갇힌 겁쟁이 장녀가, 고백도 눈물도 안 참고 같이 춤출 용감한 울보를 만난다? 예외 없지 이건. '지가 뭘 안다고. 웃겨 정말.' 루트, 사랑의 공식 되겠습니다. 디쇽. 보글보글 쉬이 식지 않는 여행을 하렴. 뜨겁게 너를 축복해."
엘리멘탈,3.8,개념의 시각화와 공간적 상상력에서 창의성이 빛난다.
엘리멘탈,3.8,사랑은 원래 유치하다...
엘리멘탈,3.8,"이민자의 이야기였고, 4원소를 토대로 이런 스토리텔링을 한 게 놀라웠다. 적당히 유머코드도 들어 있어서 좋았고, 아시안이라면 눈물이 고일 수밖에 없었다. 가족, 인종을 뛰어넘는 사랑, 인종(계층)을 너무 무겁지 않게 풀어내서 좋았다. 그냥 보면서 아..."
엘리멘탈,3.8,"서로 다른 우리들에게, 다르다는 건 이렇게나 아름다울 수 있다고 말해주는 디즈니. ”영원한 빛은 없으니 보고 있을 때 만끽하란 거야.“ 우리는 각자 태어난 곳도, 태어나면서 경험했던 것도, 잘하는 것도, 못하는 것도, 느낄 수 있는 감정까지, 전부 다르다...."
엘리멘탈,3.8,닉과 주디 이후 가장 러블리한 커플의 이야기.디쇽! 영원한 빛은 없으니 빛날 때 만끽하자.영화가 끝나고 나면 이렇게 항상 마음 한쪽에작은 불꽃 하나를 틔워주는 픽사가 너무 좋다.
밀수,3.2,케이퍼 무비를 속성으로 과외받고 찍은 영화같다. 그 와중에 박정민과 고민시는 신의 한 수.
밀수,3.2,비린내 없이 시원시원하다.
밀수,3.2,복고적 판타지를 도드라지게 구현한 톤앤매너의 개성과 활력.
밀수,3.2,"박정민은 ‘영화계의 간장게장’이다. 매순간 모든 장면의 초점을 ‘도둑질’하는 희대의 ‘씬스틸링’을 일삼고 있으며 “한 번만 더 형님 소리 하기만 해봐” 협박을 시전하는 ‘압도적 카리스마 이장춘’ 앞에서 이번에도 어김없이 ‘짜증 연기’를 범해주는데, 그의..."
밀수,3.2,예전의 류승완은 바다에 가라앉아버린 걸까.
밀수,3.2,얼쑤와 얼씨구 사이 그 어딘가
밀수,3.2,류승완이 말아주는 델마와 루이스
밀수,3.2,cg압수
더 퍼스트 슬램덩크,4.1,첫사랑한테 4.5를 주는 바보는 없어
더 퍼스트 슬램덩크,4.1,숨죽이게 하고 환호하게 하며 뜨거운 마음으로 돌아가게 한다.
더 퍼스트 슬램덩크,4.1,"그 때 모두 마음 속으로 외쳤다""왼손은 거들뿐"""
더 퍼스트 슬램덩크,4.1,음악을 안 쓴음악을 잘 쓴 작품
더 퍼스트 슬램덩크,4.1,"다섯 개의 별만으론 이 감동을 형용할 수 없다.맘 같아선 우주의 별 죄다 모아 바치고픈 심정.돌아와 주어 고마워요. 내 영원한 우상들과,평생을 되돌아볼 나의 오랜 낭만이여."
더 퍼스트 슬램덩크,4.1,그 모든 의심과 압박을 '뚫어낸' 이노우에 감독
더 퍼스트 슬램덩크,4.1,농구 코트 위 치열한 작화와 연출로 벅차오르는 심장.
더 퍼스트 슬램덩크,4.1,"'너 또 이런 거 쫓아다니면서 옛날 생각하냐, 얘 여직 꿈꾸네.' 상처가 주고 싶은 거면 공을 좀 들여요. 이렇게 주면 받겠니 내가. 포기해요, 안 먹히니까. 내가 이번 생은 아직 초짜라.(笑)"
노량: 죽음의 바다,3.2,이제 <이순신: 노 왜 홈> 찍어서 최민식 박해일 김윤석 만나게 하자...
노량: 죽음의 바다,3.2,"<명량>은 '극복'의 영화, <한산>은 '승리'의 영화, 그리고 <노량>은 '독려'의 영화다. 난세의 영웅은 현세의 우리를 구원해준다. '왜 저렇게까지 하는 걸까'라는 의구심이 들 정도로 이순신 장군은 '이 정도면 끝낼 만한 지점'에서 한참을 더 지나 정말 ..."
노량: 죽음의 바다,3.2,시리즈의 마지막 엔딩 크레딧을 보며 이유 모를 허망함이 몰려온다. 누군가의 귀한 자식이자 부모인 그들의 목숨보다 중한 게 대체 무언지. 어둠이 걷히고 여명이 밝아오며 비로소 선명해지는 죽음의 풍경. 구슬픈 북소리만이 이명처럼 귓가를 울린다.
노량: 죽음의 바다,3.2,긴 북소리의 이명으로 남은 장중한 피날레.
노량: 죽음의 바다,3.2,"새파랗고 새빨갰던 7년 간의 전쟁을 끝으로, 샛노란 노을빛이 드리우는 순간."
노량: 죽음의 바다,3.2,"둥둥둥~ 지금 귓가에 맴도는 이 소리는 북소리인지 내 심장소리인지.. 전반부 왜군의 퇴각로를 막기위해 명나라 수군과 협력하는 과정에서 각 진영간에 이해관계나 갈등, 명과 왜 인물들의 신념과 목적 등을 묘사한 부분은 상당히 흥미진진 했고, 후반 ..."
노량: 죽음의 바다,3.2,"수천, 수만 번 전장 속 울려퍼졌을 북소리들을 기억하며."
노량: 죽음의 바다,3.2,웅장함만 남았다.
헌트,3.2,"오 이자식..죽네.오 이여자도..죽네..오 이아저씨도..죽네...오오오 싸그리 다..죽네....오오오오 이 여자가 다 죽이네!!!왜 라기보단 원래 이런거야를 표방하는 요상한전개에 어리둥절 할때쯤 하나둘씩 알려주는데다 보고나니 의외로 다룬게 많다 인종,난민,SNS,젠더,정치,빈부문제까지..쉬크한데 할말다하는 영화..#제작사계의이단아블룸하우스#클리셰함을을클리셰하지않게#불편함을불편하지않고즐겁게#개연성따윈없고별상관도없다#사냥의시간보다두배는재밌다"
헌트,3.2,초반부의 쪼이는 맛에서 후반부로 갈수록 액션코미디같이 다가오는 부분들은  시선을 주목시킨다. 왜 무엇때문에를 밝히기 위해 분투하는 그네들. 진짜 진실은....? 갑자기 변한 분위기의 산뜻한 음악과 반전분위기는 정말 오락영화가 맞구나...라고 생...
헌트,3.2,"시대의 트랜드를 잘 읽는다는 건 좋은 일이다. 즉, 시간이 흐르고 시대가 급변하면 또 이런 유통기한이 짧은 영화는 저급한 평가만 받게 될거라는 것도 사실이다. 불편한 시대에 불편함을 까는 영화. 불편해하면 진다? 블룸하우슨지 뭔지 아이디어로 승..."
헌트,3.2,독특한 분위기가 잔인함을 잡아먹어서 엄청 신선한 영화 초반 너무 재밌게 보다가 '토끼와거북이' '동물농장'에서 이해력 하락. 여주의 매력. 진행의 템포. 블룸식의 코미디. ...
헌트,3.2,주연배우가 매력적이다킬링이브 느낌도 살짝 있고.
헌트,3.2,미국인들에겐 트럼프vs힐러리의 막장대결이 꽤나 큰 트라우마였던가 보다.
헌트,3.2,베티 길핀표 액션은 정말 시원하다 못해 차갑다언니 진짜 개멋있어 이런영화 많이 찍어줘
헌트,3.2,사회풍자적인 내용을 설교하는거 없이 딱 적당한 수준으로 깔아놨고 액션 호러 장르로서의 재미도 놓치지않았다. 게다가 웃기기까지!
가디언즈 오브 갤럭시: Volume 3,4.1,비로소야 그루트의 말이무슨뜻인지 들리는 관객들
가디언즈 오브 갤럭시: Volume 3,4.1,픽사의 뛰어난 작품들에서나 발견할 수 있을 것 같은 애절한 순정을 마블에서 만나게 되다니.
