title,date
Qualms Drive Up Oil Prices. ,1992-08-29
The Daily Gazette ,1992-08-05
Andrew Cuts Production At Refineries In Two States . ,1992-08-27
"Weekly Round-Up. Market Affected By Currency Factors, Uk ",1992-08-24
"Russian Oil Rush: Untold Riches, Risks For Struggling State. ",1992-08-12
Hurricane Andrew Closes Oil Refineries. ,1992-08-27
Oil Prices Show Decline. ,1992-08-20
Weekly Round-Up. Prices Firmer Due To Fears Of Destruction,1992-08-31
Venezuela ,1992-08-04
Military Knew Oil Hazardous. Mented That More Than 200 Vet ,1992-08-06
Glut Fears Hurt Oil Prices . ,1992-08-11
Oil Prices Drop Slightly. ,1992-08-15
Oil Shipments Get Santa Barbara Ok. ,1992-08-18
Oil Prices Post Increase . ,1992-08-14
Mexico Reverses Its Policies On Oil. ,1992-08-16
"Oil, Precious Metals. ",1992-08-26
Commodity Roundup. ,1992-08-26
Pemex Plans Joint Refinery Project. ,1992-08-27
"Mexico Oil Output, Exports Detailed. ",1992-08-11
Export Market Still Strong. ,1992-08-22
Gettysburg Times ,1992-08-29
Cotton Futures Drop. ,1992-08-29
"Grain, Bean Futures Close Mostly Lower. ",1992-08-29
Commodities ,1992-08-26
Cotton Futures Sharply Lower On News Of Crop Damage. ,1992-08-29
Hurricane Packs Punch To Cotton Sales Industry. ,1992-08-30
The Indian Express ,1992-08-22
Oil Prices .Close .Higher . ,1992-08-13
Oil Prices Fall Slightly. ,1992-08-20
Oil Prices Climb Higher. ,1992-08-07
Low Oil Prices May Hit Supply. ,1992-08-27
Iraq Sends Odd Signals To Oil Mart . ,1992-08-09
"Curb Cable, Oil Industry Greed. ",1992-08-08
Oil Market Trading Quiet . ,1992-08-21
Energy Prices Move Lower . ,1992-08-26
Wheat Futures Boosted On Export Subsidy Talk. ,1992-08-22
Oil Prices Continue Clown . ,1992-08-12
New Straits Times ,1992-08-28
Waterford Firefighters Get Training. ,1992-08-13
The Week That Will Be. ,1992-08-30
France Ghana Honduras India. ,1992-08-25
Petronas Gesture Not Lost On Oil Mncs. ,1992-08-06
Oil Spill Proposal Sent To Sacramento ,1992-08-19
Oil Prices Down Slightly . ,1992-08-22
Commodity Roundup. ,1992-08-29
Pump Prices Highest In Portland ,1992-08-03
Portland Gas Prices Hit Nationwide High. ,1992-08-03
Energy ,1992-08-17
Coffee Falls As Talks Break Down. ,1992-08-03
Crude Oil Price. ,1992-08-06
Crude Oil Price. ,1992-08-28
Crude Oil Price. ,1992-08-21
Crude Oil Price. ,1992-08-14
"Higher, Grains Are Mixed. ",1992-08-15
Oil Prices Slightly Higher. ,1992-08-18
S. Africa Unrest Bumps Up Platinum Futures. ,1992-08-01
Fears Of General Strike Hikes Platinum Futures. ,1992-08-01
Platinum Prices Still Falling. ,1992-08-15
Commodity Roundup. ,1992-08-15
Copper Futures Surge On Polish Labor Unrest. ,1992-08-18
Energy Prices Get. A Lift. ,1992-08-25
Crude Oil Price. ,1992-08-07
Metals Futures Pos Losses For The Week. ,1992-08-15
"Best Available Copy. The Nil. Courier Wednesday, August. 12, ",1992-08-12
Houston Nightlife Means More Than Ride On Mechanical Bull,1992-08-16
Oil Prices Decline Again . ,1992-08-06
Unleaded Gas Prices Fall. ,1992-08-28
Lakeland Ledger ,1992-08-25
Increases Oil In July. ,1992-08-05
Remisiers/ Company Dealers. ,1992-08-26
Oil Prices Rise. ,1992-08-21
Soybean Futures Fall On Outlook. ,1992-08-08
Cash Grain ,1992-08-19
Oil Prices Lower. ,1992-08-26
Commodity Roundup. ,1992-08-05
Commodity Roundup. ,1992-08-07
Un Arms Team Winds Up Baghdad Mission ,1992-08-18
Commodity Roundup. ,1992-08-06
The Daily Gazette ,1992-08-02
Tva Libel. Verdict Dumped. ,1992-08-07
Crude Oil Price. ,1992-08-13
Crude Oil Price. ,1992-08-15
Crude Oil Price. ,1992-08-29
Crude Oil Prici. ,1992-08-04
Crude Oil Price. ,1992-08-20
Crude Oil Prict. ,1992-08-22
Crude Oil Price. ,1992-08-18
The Robesonian ,1992-08-25
Todav's Best Bets. ,1992-08-04
The Indian Express ,1992-08-31
Energy Mogul Offers To Convert Kc's Cars. Plan Requires City ,1992-08-06
Russian Trade Value Down 30%. ,1992-08-25
Storm Trips Hikp Nil. ,1992-08-27
Lakeland Ledger ,1992-08-27
Commodities ,1992-08-11
Crude Oil Price. ,1992-08-05
The Durant Daily Democrat ,1992-08-06
Crude Oil Futures Rise Again After Announcement On Troops,1995-08-19
Victoria Mull Victoria Mall Has Clothes With Style... I ... ,1995-08-18
Saddam Concern? Boost Oil Over $18. ,1995-08-22
"Strategic Oil Reserve Leaks, To Be Pumped Out At Big Loss. ",1995-08-08
"Oil Prices, Mideast Tensions Rise. ",1995-08-20
Commodity Roundup. ,1995-08-19
Warning ,1995-08-22
Cavern Oil Stash May Leak Into Gulf. I Reserves: One Of The ... ,1995-08-08
Spot Metals. ,1995-08-19
Leaking Oil Stockpiles Become A Costly Pollution Threat. ,1995-08-07
Oil Stockpiles Become A Costly Pollution Threat. ,1995-08-08
Government Must Move Oil From Embargo Days. ,1995-08-09
Government Has To Move Oil Held In Reserve. ,1995-08-09
Manila Standard ,1995-08-30
Government Has To Move Billions Of Gallons Of Oil. ,1995-08-08
The Albany Herald ,1995-08-08
Fuel Cars With Corn. ,1995-08-07
Horses Need Corr. ,1995-08-10
Horses Need A Lot Of American Corn. ,1995-08-01
Activists Urge Growth Of Corporate Ethics. We Didn't Spill ... ,1995-08-27
"I Saudi Oil, Finance Ministers Ousted . ",1995-08-03
"Saudi Oil, Finance Ministers Ousted In Government. Shaken ",1995-08-03
"If Oil Is Economic Power, Managed Care: Here Are The Pros ",1995-08-27
Nigerian Oil Field Planned. ,1995-08-04
Toledo Blade ,1995-08-04
Labor Dav Gasoline Prices Have Dropped In Carolinas. ,1995-08-23
Government Must Move Oil Stashed As Embargo Hedge. I The ,1995-08-08
Analysis ,1995-08-24
Commodities Climb. ,1995-08-22
Gettysburg Times ,1995-08-08
Fbi Uncovers Fuel Tax Sham. ,1995-08-08
Government Has To Move Stashed Oil. ,1995-08-08
Teen Convicted In Double Murder. ,1995-08-17
Mixed Session For Oil Futures And Other Fuels. ,1995-08-05
Ashland Oil Awards Jeffboat $70 Million Fuel-barge Deal . ,1995-08-05
Energy Futures Prices Mostly Down In Thin Trading After Selloff,1995-08-26
Key Indicators. ,1995-08-01
Key Indicators. ,1995-08-31
Record-Journal ,1995-08-12
1 Key Indicators... ,1995-08-05
Toledo Blade ,1995-08-16
Energy Prices Close Lower. ,1995-08-16
Lightning Hits Storage Tank. ,1995-08-16
Consumer Price Index. ,1995-08-12
Nasdaq Achieves A New High As Stocks Make A Comeback. ,1995-08-15
Markets ,1995-08-17
Markets ,1995-08-11
Oil Spill Won T Scar Area Permanently . ,1995-08-19
Gasoline Futures Jump. ,1995-08-11
Am 27h Ox. Turn Lin 014 5. Key Indicators. Fill Id. Bum ... ,1995-08-22
Local Otc. We 7.44 Lilt. Am American Stock Exchange. Stock ... ,1995-08-04
Accept Petition To Supply Electricity. ,1995-08-16
Rude Prices Rise Again ,1995-08-19
Key Indicators ,1995-08-15
American Stock Exch. Slock ,1995-08-17
Key Indicators. ,1995-08-10
Lewiston Morning Tribune ,1995-08-24
Key Indicators. ,1995-08-16
The Victoria Advocate ,1995-08-13
"Manistee Crash Kills Mother, 3 Children. ",1995-08-02
Low Gas Prices May Fuel Holiday Travel. ,1995-08-31
Late Sell Programs Take Stocks Lower At The End Of A Dull ,1995-08-11
Total Sales By 58 Industries Up26.7pc. ,1995-08-01
Voice Line . ,1995-08-15
The Victoria Advocate ,1995-08-07
Teach Your Kids About Investing. ,1995-08-27
Voice Line. ,1995-08-20
"Gasoline Prices, At Pump, Fall. Sluggish Retail Sales, Down ",1995-08-12
Markets ,1995-08-23
"Economy Things Are Pretty Well Under Control, Many Experts ",1995-08-11
"Prices Percent Change, Month Seasonally Adjusted Or Inn. I. ",1995-08-12
The Day ,1995-08-12
Drug Cartel Leader Fears For His Life. ,1995-08-06
Victoria Area Rig Count . ,1995-08-27
American Stock. Tea Slock On Vol. Am Dig. Stock Oh Vol Ute. ,1995-08-08
The Victoria Advocate ,1995-08-11
Inflation: Single-Digit Isn't Par. ,1995-08-09
"Cubs Maul Avery, Braves. ",1995-08-29
Voice Line. ,1995-08-24
Ice ,1995-08-21
Consumer Prices Rise 0.2 Percent; Gas Prices Drop. ,1995-08-10
Fattettietotia ,1995-08-26
Markets ,1995-08-21
Dow's On The Rise. ,1995-08-15
Rates ,1995-08-31
Energy Company Buys Another. ,1995-08-31
Freedom Nissan Is Looking For Sales People. If You Think You ,1995-08-11
Long Island Brush Fire Out Of Control. ,1995-08-25
Drop In Gasoline Prices Keeps Brakes On Inflation ,1995-08-11
The Victoria Advocate ,1995-08-05
The Victoria Advocate ,1995-08-23
Update Dow Dips Despite Technology Gains. ,1995-08-31
General Assembly Has Fine Opportunity Before It. ,1995-08-03
Stocks Hold Ground While Wall Street Shrugs Off Interest ... ,1995-08-23
"2 A Lewiston Morning Tribunetuesday, August 8, 1995. Severed ",1995-08-08
Manila Standard ,1995-08-16
Death Valley Gateway Gazette ,1995-08-03
Palm Oil. ,1995-08-31
District Court. ,1995-08-10
Many Hope They're Heirs To Famed Oil Strike. Li ,1995-08-07
Wall Street Recovers Poise While Tech Issues Cope With Selloff,1995-08-30
Technology Stocks Surge As Investors Ignore Blue Chips On ,1995-08-17
The Victoria Advocate ,1995-08-30
"Blue-Chip Stocks Rally After Drop, But Broad Market Loses ... ",1995-08-04
Llv-Livestock Futures. ,1995-08-15
Cash Petroleu. ,1995-08-17
Star-News ,1995-08-06
Cash Petroleum. ,1995-08-25
"Computer Stocks Rally On Microsoft, Netscape; Blue Chips Lag ",1995-08-10
Petroleum ,1995-08-18
Gas ,1997-02-17
Crude Oil Prices Climb . ,1997-02-20
Warning ,1997-02-13
Opec Content With Current Oil Prices Knight-Ripper. News ... ,1997-02-19
"Wilmington Morning Star/ Thursday, February 20, 1997. Us ... ",1997-02-20
Oil Futures Prices Fall. ,1997-02-28
Crude Oil Prices Decline. ,1997-02-07
Energy Prices Dip To Lowest Level Since Fall. ,1997-02-08
Record-Journal ,1997-02-19
Crude Oil Disaster. ,1997-02-25
Taiwan ,1997-03-03
Energy Prices Take A Fall After Recent Mild Weather. ,1997-02-09
"Hey! Don't Dump That Oil Recycle It! Don't Spoil Our Soil, ... ",1997-02-26
"Hey! Don't Dump That Oil Recycle It! Don't Spoil Our Soil, ... ",1997-02-21
"Energy Policy No Crisis, Just A Footnote. ",1997-03-03
The Nation ,1997-02-27
Oil Prices Drop Sharply On Thursday. ,1997-02-21
Oil Company Deals. Are Are Called Into Question ,1997-02-03
Oil Company Deals Called Into Question ,1997-02-03
Oil Company Royalty Deals Cue Called Into Rh Netted The ... ,1997-02-03
Energy Prices Dip On Mild Weather. ,1997-02-08
Gas Prices Fall 1.12 Cents. ,1997-02-24
Lawrence Journal-World ,1997-02-20
"New York Reuter. Blue-Chips, Bonds Dip On Strong Data. ",1997-02-21
Trade Deficit Surges. $1142 Billion: Crude Oil Prices Llons. ... ,1997-02-20
Class ,1997-02-24
Gasoline Prices Tailing Bacfc. ,1997-02-24
Consumer Rnces Up Slightly Last Monti. ,1997-02-19
"New York Rim. Blue-Chips, Bonds Dip On Strong Data. ",1997-02-22
Uas Prices Post 1-Cent Decrease. ,1997-02-24
Oil Spill Near Uruguay Endangers Sea Lions. ,1997-02-13
Oil Futures Prices Fall. ,1997-02-27
Market Loses Some Gains. ,1997-02-19
Oil Spill Imperils Atlantic Sea Lions. ,1997-02-25
Oil Spill Threatens Beaches. ,1997-02-12
Utah Disputes Predictions Its Oil Reserves Are Drying Up. ,1997-02-21
Sea Lions Dying From Oil Tanker Spill. ,1997-02-14
"Ships, Planes Spray Oil Spill. ",1997-02-12
Pope To Visit Lebanon ,1997-02-25
Heating Oil Prices Decline. ,1997-02-14
County Urges Residents Not To Discard Oil. ,1997-02-18
Exxon Appeals Bomb Suspect's Valdez Spill Verdict Kin Talked ,1997-02-14
Exxon Appeals Oil Spill Verdict. ,1997-02-14
Exxon Files For Union Judgment. ,1997-02-14
Briefly.. Alaska Exxon To Appeal Oil Spill Judgment. ,1997-02-13
The Dow's Stiff Losses Paled In Comparison To The ... ,1997-03-01
Spill Threatens Luxury Beaches. ,1997-02-12
Sunflower Oil 11.04 Sunflower Others 14.69. ,1997-02-28
Lawrence Journal-World ,1997-02-24
Exxon To Appeal $5 Billion Spill Judgment. ,1997-02-12
Japan's Trade Surplus With Us Up. ,1997-02-20
Sunflower Oil 10.94 Sunflower Other. ,1997-02-14
"Stocks Mixed, Close At 6931. ",1997-02-23
Sunflower Oil 10.77 Sunflower Others... 1469 ,1997-02-07
"Tanker, Submarine Collide In Baltic Sea. ",1997-02-04
Exxon Will Billion Valdez Judgement I. ,1997-02-14
Business 30 V Japanese Gomex Comex 500 Industrials Yen. Vi ,1997-02-20
"Tanker, Sub Collide In Baltic. ",1997-02-04
Israel May Miss Pullout Deadline. ,1997-03-03
Venezuelan Waters. ,1997-03-03
Trade Deficit Worst In Eight Years. China's Market Remains ... ,1997-02-20
Exxon To Appeal Judgment. ,1997-02-14
"Dow Dips Back Below 7,000 Mark. ",1997-02-15
Co-Operation Vital Muslim Nations Tc. By ,1997-02-25
Exxon Will Appeal $5 Billion Judgment In Oil Spill. ,1997-02-14
Pittsburgh Post-Gazette ,1997-02-14
Stocks Head For Record. ,1997-02-12
Aft The Gadsden. Times Till. Business 30. Vs Lapanese. Coma ,1997-02-27
Fina Moves Its Corporate Base To A Dallas Suburb. ,1997-02-01
New Pipeline Planned. ,1997-02-11
Pipeline ,1997-02-24
Crude Oil Prices $24.63. ,1997-02-03
Record-Journal ,1997-02-26
"Consumer Prices, Trade Deficit Rise. ",1997-02-19
The Victoria Advocate ,1997-02-15
Key Indicators. ,1997-02-25
The Victoria Advocate ,1997-03-02
Consumer Prices Inch Up 0.1 Percent In January. ,1997-02-20
Ike Line. ,1997-02-22
Stocks Quiet At Midday. ,1997-02-11
Inflation Figures Under Control. ,1997-02-19
The Victoria Advocate ,1997-02-26
Stocks Modestly Lower. ,1997-02-27
Corn 2.60 Bu Milo 4.00 Cwt Soybeans 7.46 Bu Crude Oil Prices ,1997-02-26
Nation Analyst Reports Drop In Gas Prices. ,1997-02-24
On This Dati. ,1997-02-19
Roommate Burned. ,1997-02-10
Father Admits Killing Children... Trade Deficit Rose In 96. ,1997-02-19
Voice Line. ,1997-02-19
Markets ,1997-02-11
Crude Oil Prices $22.67 West Texas Intermediate. Omnhn Ike. ,1997-02-20
Business 30 Vs. Lapanese Coma. Comex 500. Industrials Yen. ,1997-02-21
The Victoria Advocate ,1997-02-09
Fees From Page One. ,1997-02-19
Lakeland Ledger ,1997-02-25
Gas Prices Continue Winter Lull. ,1997-02-10
Berlin Epa Mulls Action Against East Ohio Gas Over Rupture. ,1997-02-08
The Nation ,1997-02-10
Pittsburgh Post-Gazette ,1997-02-06
Gas Prices Holding Steady. ,1997-02-10
Prices ,1997-02-19
The Victoria Advocate ,1997-02-16
Okc Bombing. ,1997-03-03
Rade Deficit Surges. ,1997-02-19
Key Indicators. ,1997-02-22
Mas Prices Hold Steady. ,1997-02-10
Nation ,1997-02-11
"Us Trade Deficit Theratech Has A Healthy Year, In 1996 To ... ",1997-02-19
Nation Prices At Gas Pump Decline Slightly. ,1997-02-10
Stocks Fall Slightly In Early Trading. ,1997-02-18
Monthly Fuel Survey Shows Continued Bargain At The Punt. ,1998-08-05
Crops And Weather Report Price Decline At The Pump. ,1998-08-26
"Thai, Nesia Oil Swap The Best Deal. ",1998-08-07
Us Gasoline Prices Decline For Third Straight Week. ,1998-08-11
Us Gasoline Prices Lowest In 9 Years As Holiday Nears. ,1998-08-26
Environmental Study Ordered In Pipeline Case . ,1998-08-26
The Victoria Advocate ,1998-08-09
Consumers Finding Gas Exempt From Inflation I. ,1998-08-17
Crude Oil Prices Fall Plentiful Supply. ,1998-08-19
"Drivers Fueled Up, Ready To Go For Less. ",1998-08-09
Pumping Alaska Isn't Answer To Oil Shortage. Finding ... ,1998-08-14
Crude Oil Futures Fall. ,1998-08-11
Reports Suggest Economy Growing. ,1998-08-19
The Free Lance-Star ,1998-08-14
Lawrence Journal-World ,1998-08-22
Us Attacks Briefings Ease Gop Concerns As Republicans Praise ,1998-08-22
First Half Profits Fall By... ,1998-08-06
Summer Traveling Season ,1998-08-02
Commodities Hit 12-Year Low. ,1998-08-27
"Prices Hurt Oil Industry, Executive Says. ",1998-08-27
Rein Oil Futures Jump Higher. ,1998-08-14
Bp To Buy. Amoco In Record Oil Deal. Top Foreign Companies ,1998-08-12
Toledo Blade ,1998-08-26
Ocala Star-Banner ,1998-08-25
"Caribou, Meet 10w40: Babbitt Oks Oil Rush Into Alaskan Wilds",1998-08-16
"Bp To Buy Amoco, Creating World's Third Biggest Oil Giant. ",1998-08-13
Yeltsin Sacks Prime Minister. ,1998-08-24
Crude Oil Prices Retreat. ,1998-08-06
Gasoline Prices Continue To Drop. ,1998-08-10
Analyist: Glut Sends. Aas Orices Down. ,1998-08-10
Oil Merger Opens Market For Collectors. ,1998-08-27
Oil Prices. ,1998-08-28
Stocks Mixed: Dow Gains 32.96 Points. ,1998-08-25
Kansas Oil. ,1998-08-29
Crude Oil Prices Jump. ,1998-08-14
"Light, Sweet Crude Oil Has Slight Decline. ",1998-08-06
Gasoline Prices Hit Low For Summer. ,1998-08-11
The Daily Gazette ,1998-08-11
Earthquake Causes Oil Slick. ,1998-08-29
Toledo Blade ,1998-08-14
Asian Woes Pull Us. Stocks Down. ,1998-08-04
Company Denies Pollution Charges. ,1998-08-31
Low Gasoline Prices Spur Summer Travel. ,1998-08-09
Gas Prices Still Falling Nationally. ,1998-08-10
Commodities Money. ,1998-08-11
"Global Needs Signal More Oil Mergers, Analysts Say. ",1998-08-14
Western States Oil Companies Agree To Limit Release Of Toxin,1998-08-27
Nye County School District Calling For Fuel Diesel Bids. ,1998-08-13
District Calling For Fuel Diesel. ,1998-08-06
Loods Threaten China's Largest Oilfield. ,1998-08-15
Dow Slides 79 Points; World Outlook Unstable. ,1998-08-27
Dealing With A Legalized Disaster. ,1998-08-15
Stocks Continue Decline. ,1998-08-22
The Nation ,1998-08-15
Analysts Say Gas Prices Continue To Fall. ,1998-08-24
Levis Sale ,1998-08-14
Analysts Says Gas Prices Continue To Fall. ,1998-08-24
Uioya Accepts Trial Plan N 88 Pan Am Bombing Ambiguous. ... ,1998-08-27
Mccook Grain Market. ,1998-08-28
Business 30 Vs. Japanese Comex Comex 500 Industrials. Yen ,1998-08-13
Jiang: China's Flood. Fight In Crucial. Stage ,1998-08-15
Dow Jones Up 80 Points. ,1998-08-11
Mccook Grain Market. ,1998-08-31
Mccook Grain Market. ,1998-08-25
"Dow Jones, Sap 500, Oil Each Finish Down. ",1998-08-11
Estimate Retirement Needs. ,1998-08-23
Stocks Dive 118.95 Points. ,1998-08-04
Mccook Grain Market. ,1998-08-03
Trial Proposal Puts Libya In Tight Spot. ,1998-08-25
McCook Daily Gazette ,1998-08-13
Analyst; Gas Prices Continue To Plunge Because Of Oil Glut. ,1998-08-10
Humana Merger Called Off. ,1998-08-10
Commodities ,1998-08-13
Gas: Prices Draw Crowds To Fill Tanks. ,1998-08-04
McCook Daily Gazette ,1998-08-05
Muslim States Potential To Excel In Science. ,1998-08-01
Gasoline Prices Defy Long Trend. ,1998-08-06
Texas Refinery Fined $1 Million For Air Pollution ,1998-08-27
"Briefing New York. Rebound Cut Short, Slump Continues. ",1998-08-01
Commodities ,1998-08-07
Call 574-1 And Enter The 4-Digit Selection Number For ,1998-08-16
Key Indicators. ,1998-08-26
Asian Crisis Hits Commodities. By Cliff Edwards. ,1998-08-04
Stocks Mostly Unchanged. ,1998-08-24
Gas Prices Continue A Decline. ,1998-08-24
Technology Stock Fuels Slight Rise Of Dow. ,1998-08-07
Charles Gusewelle. A Glimpse Of Alaska Sparks A Yearning To ,1998-08-23
Call 574-1 21 2 And Enter The 4-Digit Selection Number For ,1998-08-30
Arts ,1998-08-11
Rig Count. ,1998-08-02
Rates Foreign Metalsforeign Index. ,1998-08-26
Call 574-1 21 2 And Enter The 4-Digil Selection Number For ,1998-08-27
Call 574-1212. ,1998-08-04
Gasoline Prices Continue To Fall. ,1998-08-10
The Victoria Advocate ,1998-08-03
Gasoline Prices Continue To Slump. ,1998-08-24
Commodities To L. Money Rates. ,1998-08-01
Gas Prices Down. ,1998-08-26
The Deseret News ,1998-08-21
The Tuscaloosa News ,1998-08-04
Commodities Take A Beating. ,1998-08-12
Stock Market Enters Third Week Of Slide. ,1998-08-04
Rates Foreign Exchange. ,1998-08-28
Key Indicators. ,1998-08-13
Prices At The Pump Continue Tn Fall. ,1998-08-05
Rig Count. ,1998-08-23
Business Briefly Markets. ,1998-08-22
Briefly Markets ,1998-08-10
Tri-State Summary. ,1998-08-11
Commodities ,1998-08-14
Philippine Daily Inquirer ,2000-01-05
Gov't Moves. ,2000-01-06
Oil Prices Back At Highest Levels Since Gulf War. 7 Think ... ,2000-01-19
